"Lake, winter_female","Lake, winter_male","Lake, winter_sterile-male","Lake, summer_female","Lake, summer_male","Lake, summer_sterile-male",Tributary 1_female,Tributary 1_male,Tributary 1_sterile-male,Tributary 2_female,Tributary 2_male,Tributary 2_sterile-male
39383.5632993,14.7921827374,62334.3418069,6526.76045408,2.46678453648,3801.7382647,32633.8022224,12.3339226824,219008.691324,5251.90110292,1.64452302432,2534.49217647
32153.7962161,11.9678703291,62349.1467044,5303.40776112,1.99579452991,3806.67688165,26517.0387346,9.97897264956,219033.384408,4750.53550662,1.33052968661,2537.78458777
26391.7565615,9.6828117452,62352.1407521,4326.78473734,1.61473195738,3807.67553334,21633.9235909,8.07365978691,219038.377667,4391.36862253,1.07648797159,2538.45035556
21795.2647118,7.83404573795,62352.7463265,3547.86380804,1.30642672046,3807.87750916,17739.3189214,6.53213360228,219039.387546,4106.52179829,0.870951146971,2538.58500611
18118.0325497,6.33826974625,62352.8688182,2926.37026368,1.05698705721,3807.91836232,14631.8511811,5.28493528604,219039.591812,3849.69873572,0.704658038138,2538.61224154
15162.0305732,5.1280864034,62352.8935961,2429.32830771,0.855173599444,3807.92662603,12146.6413889,4.27586799722,219039.63313,3595.91480825,0.570115732963,2538.61775068
12770.6602142,4.14896671175,62352.8986083,2030.10157761,0.691892943314,3807.92829765,10150.5077323,3.45946471657,219039.641488,3336.48176754,0.461261962209,2538.6188651
10821.844757,3.35679304786,62352.8996222,1707.529774,0.559787914091,3807.9286358,8537.64871365,2.79893957045,219039.643179,3072.41944081,0.373191942727,2538.61909053
9221.3293617,2.71587128915,62352.8998274,1445.05121384,0.452906062975,3807.9287042,7225.25591671,2.26453031487,219039.643521,2808.95917991,0.301937375316,2538.61913613
7896.66768529,2.19732249111,62352.8998688,1229.84056185,0.366431458786,3807.92871804,6149.20266378,1.83215729393,219039.64359,2552.06622083,0.244287639191,2538.61914536
6792.17503446,1.77778164619,62352.8998772,1052.02240513,0.296467689458,3807.92872084,5260.1118891,1.48233844729,219039.643604,2306.7334924,0.197645126305,2538.61914723
5864.89665116,1.43834489244,62352.8998789,904.001372117,0.239862295678,3807.9287214,4520.00673403,1.19931147839,219039.643607,2076.42674557,0.159908197118,2538.6191476
5081.49336642,1.1637177346,62352.8998793,779.920447235,0.194064725916,3807.92872152,3899.60212,0.970323629578,219039.643608,1863.12977294,0.129376483944,2538.61914768
4415.88656829,0.941525897637,62352.8998794,675.238653831,0.157011412498,3807.92872154,3376.19316327,0.785057062488,219039.643608,1667.6294485,0.104674274998,2538.61914769
3847.49861542,0.761757761034,62352.8998794,586.409601186,0.127032790428,3807.92872155,2932.04790996,0.635163952139,219039.643608,1489.84714771,0.0846885269519,2538.6191477
3359.94484285,0.616313250632,62352.8998794,510.640281472,0.102778069366,3807.92872155,2553.20132073,0.513890346829,219039.643608,1329.13141227,0.0685187129106,2538.6191477
2940.06130869,0.498638861787,11215.0571107,445.711342882,0.0831543691001,3807.92872155,2228.55663647,0.415771845501,19039.6436077,1184.48570152,0.0554362460667,2538.6191477
50199.8608174,0.403432368583,2250.17105644,389.843375555,0.0672774760543,752.369038159,2324.06661236,0.336387380271,3761.8451908,153478.4839,0.0448516507029,501.579358773
175010.096243,0.326403913727,454.154728487,5692.4321653,0.0544320019901,151.594293874,28462.1768146,0.272160009951,757.97146937,459082.384691,0.0362880013267,101.062862583
119652.80856,0.264082714215,91.7832397475,20362.1446843,0.0440391497195,30.6221864423,101810.687532,0.220195748597,153.110932211,15903.8977841,0.0293594331463,20.4147909615
103243.612585,0.213660673219,18.5580725015,15971.0482472,0.0356306333982,6.19045684727,79855.2410507,0.178153166991,30.9522842363,36209.8749752,0.0237537555988,4.12697123151
101070.815239,0.172865851581,3.75317494662,13708.9022593,0.0288275782901,1.25183989979,68544.5092814,0.14413789145,6.25919949894,70753.3907187,0.0192183855267,0.834559933193
98935.1532554,0.139860097756,0.759127282255,13178.1854271,0.0233234492575,0.253188204217,65890.9222787,0.116617246288,1.26594102109,74322.3442384,0.0155489661717,0.168792136145
97545.2018235,0.113156223543,0.153552900809,12857.1274616,0.0188702387622,0.0512123853386,64285.6321417,0.0943511938112,0.256061926693,75934.0184802,0.0125801591748,0.0341415902258
96827.4870782,0.0915509936853,0.0310611489756,12655.4302217,0.0152672920293,0.0103592306862,63277.1457984,0.0763364601465,0.0517961534312,77423.8132965,0.0101781946862,0.00690615379082
96467.1592286,0.0740709099541,0.00628328410544,12546.5564417,0.0123522658534,0.00209552298603,62732.7767699,0.061761329267,0.0104776149301,78328.6305225,0.00823484390227,0.00139701532402
96316.1789494,0.0599283468216,0.00127104786507,12490.5081043,0.00999381366523,0.000423901514584,62452.535006,0.0499690683261,0.00211950757292,78910.7116713,0.00666254244348,0.000282601009723
96267.6533778,0.0484860622747,0.000257123024012,12465.3812525,0.0080856672582,8.57516156842e-05,62326.9006982,0.040428336291,0.000428758078421,79238.6226769,0.0053904448388,5.71677437895e-05
96266.4614669,0.0392284846753,5.20142753394e-05,12456.1301128,0.00654184850753,1.73469355268e-05,62280.6449728,0.0327092425376,8.6734677634e-05,79416.739692,0.00436123233835,1.15646236845e-05
96282.1667115,0.0317384819003,1.0522182369e-05,12454.4961693,0.00529279532893,3.50917701169e-06,62272.4752404,0.0264639766446,1.75458850584e-05,79503.2519383,0.00352853021929,2.33945134112e-06
96300.8844731,0.0256785660132,2.12858131228e-06,12455.8928251,0.00428222731873,7.09886922933e-07,62279.4585127,0.0214111365937,3.54943461466e-06,79540.3920619,0.00285481821249,4.73257948622e-07
96316.9024622,0.0207756865804,4.30601419833e-07,12458.1044907,0.00346460984597,1.43606477099e-07,62290.5168378,0.0173230492298,7.18032385495e-07,79552.154695,0.00230973989731,9.57376513993e-08
96328.7586101,0.0168089274402,8.71086379201e-08,12460.1627572,0.00280310233235,2.90508966805e-08,62300.8081696,0.0140155116617,1.45254483403e-07,79552.5539295,0.00186873488823,1.93672644537e-08
96336.7466233,0.0135995525634,1.76216827253e-08,12461.7551032,0.00226789827281,5.87686235087e-09,62308.7698995,0.011339491364,2.93843117543e-08,79548.7718014,0.00151193218187,3.91790823391e-09
96341.7509104,0.0110029524836,3.56478882856e-09,12462.8614702,0.0018348822005,1.1888630328e-09,62314.3017349,0.00917441100249,5.94431516399e-09,79544.2574021,0.00122325480033,7.92575355199e-10
96344.6839019,0.00890212841871,7.21141410855e-10,12463.5723531,0.00148454308117,2.40501816058e-10,62317.8561501,0.00742271540587,1.20250908029e-09,79540.3808169,0.00098969538745,1.60334544039e-10
96346.2877566,0.0072024204868,1.45883845493e-10,12463.9991903,0.00120109517617,4.86524890185e-11,62319.9903364,0.00600547588087,2.43262445093e-10,79537.509868,0.000800730117449,3.2434992679e-11
96347.0943106,0.00582724247828,2.95116893737e-11,12464.238821,0.000971766761451,9.84219318864e-12,62321.1884899,0.00485883380725,4.92109659432e-11,79535.5737127,0.000647844507634,6.56146212576e-12
96347.4538231,0.00471463099981,5.97009183463e-12,12464.3634063,0.000786224653461,1.99103453396e-12,62321.8114167,0.0039311232673,9.95517266982e-12,79534.3603474,0.000524149768974,1.32735635598e-12
96347.5812777,0.00381445349961,1.20772485555e-12,12464.4218414,0.000636108611892,4.02778019039e-13,62322.1035922,0.00318054305946,2.0138900952e-12,79533.6489392,0.000424072407928,2.68518679359e-13
96347.6001685,0.0030861493723,2.44317758086e-13,12464.444888,0.000514654640175,8.14803291215e-14,62322.2188253,0.00257327320087,4.07401645608e-13,79533.2599041,0.00034310309345,5.43202194144e-14
96347.5764692,0.00249690236075,4.94244780634e-14,12464.4506537,0.000416390210259,1.64831351424e-14,62322.2476539,0.0020819510513,8.24156757121e-14,79533.0643161,0.000277593473506,1.09887567616e-14
96347.5423359,0.00202016190631,9.99836917533e-15,12464.4490852,0.00033688767897,3.33447055756e-15,62322.2398113,0.00168443839485,1.66723527878e-14,79532.9772397,0.00022459178598,2.22298037171e-15
96347.5113673,0.00163444682174,2.02262913679e-15,12464.4452135,0.000272564785256,6.74549727758e-16,62322.220453,0.00136282392628,3.37274863879e-15,79532.9465019,0.000181709856837,4.49699818505e-16
96347.4877915,0.0013223773821,4.09169600444e-16,12464.441301,0.000220523239047,1.36458649094e-16,62322.2008906,0.00110261619523,6.8229324547e-16,79532.9421214,0.000147015492698,9.09724327294e-17
96347.471633,0.0010698922213,8.27733377834e-17,12464.4381651,0.000178418128791,2.76050267547e-17,62322.1852106,0.000892090643957,1.38025133773e-16,79532.9480725,0.000118945419194,1.84033511698e-17
96347.461407,0.000865614748618,1.67447081204e-17,12464.4359416,0.000144352263367,5.58438412003e-18,62322.1740935,0.000721761316835,2.79219206001e-17,79532.956541,9.62348422446e-05,3.72292274669e-18
96347.4553863,0.000700340537216,3.38738608363e-18,12464.4344957,0.000116790687585,1.12969810172e-18,62322.1668636,0.000583953437924,5.64849050858e-18,79532.9642208,7.78604583899e-05,7.5313206781e-19
96347.4521038,0.000566622586838,6.85254378269e-19,12464.4336221,9.44915194843e-05,2.2853331417e-19,62322.1624958,0.000472457597422,1.14266657085e-18,79532.9700836,6.29943463229e-05,1.5235554278e-19
96347.4504808,0.000458435773534,1.38624164325e-19,12464.4331321,7.64499930525e-05,4.62313567562e-20,62322.1600456,0.000382249965262,2.31156783781e-19,79532.9741239,5.0966662035e-05,3.08209045042e-20
96347.4497943,0.000370905366883,2.80431028355e-20,12464.4328804,6.18531850226e-05,9.35241482672e-21,62322.1587872,0.000309265925113,4.67620741336e-20,79532.9767042,4.12354566817e-05,6.23494321781e-21
96347.4495946,0.000300087382191,5.67300529713e-21,12464.4327668,5.00433858092e-05,1.89195536264e-21,62322.1582193,0.000250216929046,9.45977681318e-21,79532.9782462,3.33622572061e-05,1.26130357509e-21
96347.4496203,0.00024279087064,1.14762582962e-21,12464.4327273,4.04884641322e-05,3.82734851672e-22,62322.1580217,0.000202442320661,1.91367425836e-21,79532.9791085,2.69923094214e-05,2.55156567781e-22
96347.4497306,0.000196434140068,2.32160024092e-22,12464.4327237,3.27578900043e-05,7.74256992486e-23,62322.1580039,0.000163789450022,3.87128496243e-22,79532.9795556,2.18385933362e-05,5.16171328324e-23
96347.4498563,0.00015892842792,4.69650259203e-23,12464.4327349,2.65033357164e-05,1.56629031411e-23,62322.1580601,0.000132516678582,7.83145157057e-23,79532.9797652,1.76688904776e-05,1.04419354274e-23
96347.4499682,0.000128583784838,9.500833185e-24,12464.4327502,2.14429807293e-05,3.16854141942e-24,62322.1581363,0.000107214903647,1.58427070971e-23,79532.9798483,1.42953204862e-05,2.11236094628e-24
96347.4500575,0.000104032928152,1.92197980269e-24,12464.4327646,1.73488132769e-05,6.40983005618e-25,62322.1582085,8.67440663843e-05,3.20491502809e-24,79532.9798701,1.15658755179e-05,4.27322003745e-25
96347.4501246,8.41696342473e-05,3.88808675121e-25,12464.4327765,1.40363565082e-05,1.29668247711e-25,62322.1582679,7.01817825411e-05,6.48341238554e-25,79532.9798658,9.35757100547e-06,8.64454984738e-26
96347.4501734,6.80988938325e-05,7.86544092058e-26,12464.4327856,1.13563562465e-05,2.6231357652e-26,62322.1583134,5.67817812324e-05,1.3115678826e-25,79532.9798535,7.57090416432e-06,1.7487571768e-26
96347.4502083,5.50965842098e-05,1.59114661901e-26,12464.4327923,9.18805582642e-06,5.30649666791e-27,62322.1583469,4.59402791321e-05,2.65324833395e-26,79532.9798411,6.12537055094e-06,3.53766444527e-27
96347.4502333,4.45768414249e-05,3.21882471571e-27,12464.4327972,7.43375498594e-06,1.07348263343e-27,62322.1583711,3.71687749297e-05,5.36741316716e-27,79532.9798313,4.95583665729e-06,7.15655088954e-28
96347.4502514,3.60656621445e-05,6.51155112147e-28,12464.4328006,6.01440764346e-06,2.1716115858e-28,62322.1583885,3.00720382173e-05,1.0858057929e-27,79532.9798246,4.00960509564e-06,1.4477410572e-28
96347.4502647,2.91795457986e-05,1.31726023487e-28,12464.4328031,4.86606020378e-06,4.39308166996e-29,62322.158401,2.43303010189e-05,2.19654083498e-28,79532.9798205,3.24404013585e-06,2.92872111331e-29
96347.4502747,2.36082146393e-05,2.66476373155e-29,12464.432805,3.93696990801e-06,8.88702504916e-30,62322.1584102,1.96848495401e-05,4.44351252458e-29,79532.9798183,2.62464660534e-06,5.92468336611e-30
96347.4502824,1.91006331045e-05,5.39070834845e-30,12464.4328063,3.18527338493e-06,1.79780892233e-30,62322.158417,1.59263669247e-05,8.98904461163e-30,79532.9798173,2.12351558995e-06,1.19853928155e-30
96347.4502884,1.54536965445e-05,1.0905183133e-30,12464.4328074,2.57710035226e-06,3.63689412757e-31,62322.1584223,1.28855017613e-05,1.81844706379e-30,79532.979817,1.7180669015e-06,2.42459608505e-31
96347.4502931,1.25030796405e-05,2.20607407191e-31,12464.4328082,2.08504747411e-06,7.35728849223e-32,62322.1584264,1.04252373705e-05,3.67864424612e-31,79532.9798171,1.39003164941e-06,4.90485899482e-32
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
