Pool 1_Pool 1 all,Pool 2_Pool 2 all,Pool 3_Pool 3 all,Pool 4_Pool 4 all
1725.0,900.0,300.0,75.0
3188.14626771,4464.74601821,350.310467835,282.941939705
3956.40295554,5689.7884488,418.563492006,418.414526955
4069.93883371,5546.54786231,517.37082529,500.27106588
4180.96542952,5479.68789731,623.513212173,577.739353938
4288.93845553,5469.09520504,726.458208065,651.170339179
4378.33668156,5469.70888086,820.141118311,718.288870652
4449.16698859,5470.05599601,902.551220105,778.260397517
4504.44209037,5467.75493234,973.693031878,830.98462044
4547.23167368,5462.86841076,1034.39576823,876.757657245
4580.15253246,5456.08317287,1085.77429556,916.095750105
4605.33219102,5448.13992099,1128.99235033,949.622687487
4624.46972447,5439.66052085,1165.16001194,977.996656241
4638.91089192,5431.11387168,1195.29173256,1001.86454582
4649.71678419,5422.82894818,1220.29240993,1021.8351535
4657.7214337,5415.02087795,1240.95675699,1038.46503446
4465.35281274,5407.8175381,568.710000344,462.543258948
4326.90948074,5347.89930295,424.279023057,342.257409952
4257.9240822,5326.14975424,384.960962647,315.54345411
4222.71335427,5322.1760573,370.175126638,308.675107153
4203.40650733,5324.11318529,362.75051837,306.408770548
4192.65938676,5328.08574694,358.380436736,305.45452124
4187.04561406,5332.81504834,355.661006628,305.012847409
4184.62913886,5337.72044147,353.965235916,304.831880339
4184.17480961,5342.45076553,352.93751955,304.799147877
4184.860913,5346.78552408,352.349886682,304.850240297
4186.14242299,5350.60441169,352.048864107,304.944579368
4187.66724937,5353.86348578,351.929676895,305.056395756
4189.2178589,5356.5720072,351.921014946,305.16987101
4190.66895822,5358.77229495,351.974998734,305.275927882
4191.95681102,5360.52408942,352.060199177,305.369968778
4193.05730105,5361.89348064,352.156659953,305.45027317
4193.97056049,5362.9457075,352.252318237,305.51687822
4194.71045984,5363.74091874,352.340435347,305.570814598
4195.29763382,5364.33204084,352.417767657,305.613599988
4195.75502879,5364.76405262,352.483281797,305.646916095
4196.10520889,5365.07413672,352.537268246,305.672413534
4196.368858,5365.29232913,352.580743736,305.69160359
4196.56406973,5365.44240877,352.615060264,305.705807179
4196.7061365,5365.5428602,352.641659438,305.716139999
4196.80763658,5365.60780804,352.661927015,305.723519246
4196.87868367,5365.64786714,352.677114774,305.728682071
4196.92725002,5365.67088246,352.688306226,305.732209307
4196.95950735,5365.68255228,352.696409646,305.734550436
4196.98015274,5365.68693925,352.702167071,305.73604742
4196.99270185,5365.6868804,352.706171673,305.736956121
4196.9997422,5365.68430964,352.708888574,305.737464781
4197.00314495,5365.68050696,352.710676089,305.737709474
4197.00423767,5365.67628778,352.711805626,305.737786701
4197.0039423,5365.67214433,352.712479374,305.737763446
4197.0028831,5365.66834964,352.712845415,305.737685036
4250.63517795,5365.66503248,538.436190606,447.575199723
4317.80381526,5380.06260556,680.738659215,564.482188838
4379.8889689,5392.16611,793.913029957,660.330310768
4433.83633807,5400.5968215,885.846462693,738.961760765
4479.73476108,5405.97650699,961.481072845,803.643217087
4518.25980178,5408.89416132,1024.17630315,857.007905423
4550.22497352,5409.82891423,1076.36582473,901.15096325
4576.47019423,5409.20405345,1119.90093965,937.739669592
4597.81040768,5407.4031751,1156.24128479,968.108053524
4615.00445514,5404.766523,1186.56719409,993.331681079
4628.73733126,5401.58486686,1211.84990723,1014.2848942
4639.6125248,5398.09698746,1232.89798777,1031.68407065
4648.15148743,5394.49132116,1250.38966553,1046.1202565
4654.79769452,5390.91056409,1264.89645976,1058.08390621
4659.92334064,5387.45785233,1276.9011555,1067.98382415
4663.8372757,5384.20343993,1286.81196023,1076.1618563
4666.7932518,5381.19116929,1294.97396401,1082.90445438
4668.99790006,5378.44433421,1301.67861539,1088.45191676
4670.61810408,5375.97075136,1307.17167943,1093.00588001
4671.78760557,5373.76699493,1311.65999324,1096.73547099
4672.61278702,5371.82183103,1315.31724101,1099.78241393
4673.17764463,5370.11893135,1318.28891033,1102.26530666
4673.54800432,5368.63896444,1320.69655361,1104.28322437
4673.77505383,5367.36116559,1322.64145233,1105.91876991
4673.89827224,5366.26448095,1324.20776472,1107.24066295
4673.94783817,5365.3283717,1325.46522455,1108.30594036
4673.94659377,5364.53335229,1326.47144945,1109.16182675
4673.91163479,5363.86132478,1327.27390989,1109.84732337
4673.85558893,5363.29576046,1327.91160345,1110.39455614
4673.78763693,5362.82176984,1328.41647409,1110.829917
4673.71432272,5362.42609341,1328.81461134,1111.17502833
4673.64019215,5362.09703862,1329.12726022,1111.44755584
4673.5682931,5361.82438222,1329.3716689,1111.6618918
4673.50056434,5361.59925251,1329.56179802,1111.82972792
4673.4381357,5361.4140021,1329.70891214,1111.96053414
4673.3815578,5361.2620787,1329.82207151,1112.06195781
4673.3309764,5361.13789916,1329.90853954,1112.14015538
4673.2862633,5361.0367302,1329.97411941,1112.20006728
4673.24711347,5360.95457792,1330.02343131,1112.24564507
4673.21311615,5360.88808708,1330.06014002,1112.28003852
4673.18380593,5360.83445066,1330.08714117,1112.3057493
4673.15869866,5360.79132957,1330.10671328,1112.32475685
4673.13731597,5360.75678194,1330.12064135,1112.33862113
4673.1192013,5360.72920151,1330.13031713,1112.34856627
4673.10392968,5360.70726434,1330.13682014,1112.35554848
4673.09111302,5360.68988288,1330.14098302,1112.36031099
4673.08040223,5360.67616677,1330.14344387,1112.36342831
4673.07148717,5360.66538954,1330.1446883,1112.3653419
4673.06409513,5360.65696037,1330.14508288,1112.36638866
3406.95401054,6941.70271548,1187.23541685,940.327971365
